10,0.88,0,0,0,0,0,0,0,1,0.97,0.1
30,0.79,0,0,0,0,0,0,0,0,0.89,0.2
70,0.96,0,1,0,0,0,0,0,0,0.96,0.03
80,0.65,0,1,0,0,0,0,0,1,0.9,0.23
130,0.71,0,1,0,0,0,0,0,0,0.9,0.13
220,0.96,0,1,1,0,0,0,0,0,0.97,0.23
240,0.88,0,0,0,0,0,0,0,1,0.96,0.23
300,0.8,0,0,0,0,0,0,0,1,0.9,0.43
380,0.87,0,1,0,0,0,0,0,0,0.94,0.3
400,0.9,0,1,0,0,0,0,0,0,0.98,0.33
420,0.9,0,1,0,0,0,0,0,1,0.95,0.33
440,0.92,0,0,0,0,0,0,0,0,0.94,0.33
500,0.89,1,1,0,0,0,0,0,0,0.95,0.37
550,0.89,1,1,0,0,0,0,0,0,0.97,0.4
570,0.9,0,0,0,0,0,0,0,0,0.86,0.53
620,0.95,1,1,0,0,0,0,0,0,0.99,0.47
630,0.77,0,1,0,0,0,0,0,0,0.95,0.43
730,0.83,1,0,0,0,0,0,0,1,0.87,0.5
1002,0.69,0,1,0,0,0,0,0,0,0.72,0.27
1200,0.81,0,0,0,0,0,0,0,1,0.87,0.3
1250,0.72,0,1,0,0,0,0,0,1,0.95,0.4
1500,0.84,0,1,0,0,0,0,1,0,0.75,0.27
1510,0.75,0,1,0,0,0,0,1,0,0.91,0.3
1520,0.84,0,1,0,0,0,0,1,0,0.85,0.3
1530,0.76,0,1,0,0,0,0,1,0,0.83,0.37
1600,0.82,0,1,0,0,0,0,1,0,0.75,0.3
1610,0.79,0,1,0,0,0,0,1,0,0.82,0.3
1630,0.8,0,1,0,0,0,0,1,0,0.83,0.3
1640,0.84,0,1,0,0,1,0,1,0,0.77,0.3
1670,0.56,0,1,0,0,0,0,1,0,0.58,0.3
1690,0.68,0,1,0,0,0,0,1,0,0.68,0.3
1700,0.77,0,1,0,0,1,0,0,0,0.87,0.33
1900,0.73,0,1,0,0,0,0,1,0,0.69,0.3
1930,0.65,0,1,0,0,0,0,0,0,0.72,0.4
2100,0.72,0,1,0,0,0,0,0,0,0.93,0.3
2310,0.94,0,1,0,0,0,0,0,1,0.95,0.33
2400,0.76,0,1,0,0,0,0,0,0,0.86,0.3
2450,0.73,0,1,0,0,0,0,0,0,0.76,0.43
2500,0.74,0,1,0,0,0,0,0,1,0.8,0.3
2520,0.69,0,1,0,0,0,0,0,0,0.52,0.3
2570,0.61,0,1,0,0,0,0,0,0,0.21,0.33
2590,0.59,0,1,0,0,0,0,0,1,0.54,0.33
2600,0.8,0,1,0,0,0,0,0,0,0.94,0.33
2620,0.91,0,1,0,0,0,0,0,1,0.93,0.3
2630,0.86,0,1,0,0,0,0,0,1,0.91,0.3
2700,0.81,0,1,0,0,0,0,1,0,0.9,0.37
2710,0.82,0,1,0,0,0,0,1,0,0.85,0.37
2780,0.74,0,1,0,0,0,0,0,0,0.67,0.37
2800,0.72,0,1,0,0,0,0,1,0,0.81,0.3
2810,0.71,0,1,0,0,0,0,1,0,0.72,0.3
2820,0.73,1,1,0,0,0,0,1,0,0.86,0.37
2840,0.67,0,1,0,0,0,0,1,0,0.75,0.43
2870,0.33,1,1,0,0,0,0,0,0,0.41,0.53
2920,0.84,0,1,0,0,0,0,1,0,0.7,0.3
2990,0.76,0,1,0,0,0,0,0,0,0.94,0.3
3010,0.82,0,1,0,0,0,0,0,0,0.78,0.3
3020,0.72,0,1,0,0,0,0,0,0,0.8,0.33
3130,0.77,0,1,0,0,0,0,1,0,0.81,0.4
3170,0.82,0,1,0,0,0,0,1,0,0.9,0.4
3230,0.57,0,1,0,0,0,0,1,0,0.24,0.33
3260,0.69,0,1,0,0,0,0,0,0,0.59,0.33
3540,0.76,0,1,0,0,0,0,0,0,0.94,0.37
3560,0.78,0,1,0,0,0,0,1,0,0.83,0.37
3590,0.87,0,1,0,0,0,0,1,0,0.97,0.4
3620,0.78,0,1,0,0,0,0,0,0,0.94,0.4
3700,0.76,0,1,0,0,0,0,0,1,0.76,0.4
3710,0.55,0,1,0,0,0,0,0,0,0.87,0.4
3720,0.75,0,1,0,0,0,0,1,0,0.95,0.4
3800,0.7,0,1,0,0,0,0,0,0,0.77,0.3
3830,0.87,0,1,0,0,0,0,0,0,0.95,0.3
3900,0.94,0,1,0,0,0,0,1,0,0.91,0.3
3910,0.9,0,1,0,0,0,0,1,0,0.87,0.3
3920,0.88,0,1,0,0,0,0,0,0,0.93,0.27
3960,0.67,0,1,0,0,0,0,1,0,0.44,0.3
3980,0.67,0,1,0,0,0,0,1,0,0.73,0.33
3990,0.84,0,1,0,0,0,0,1,0,0.86,0.33
4300,0.8,0,1,0,0,0,0,0,0,0.76,0.3
4420,0.62,0,1,0,0,0,0,0,0,0.61,0.33
4500,0.82,0,1,0,0,1,0,0,0,0.95,0.33
4520,0.8,0,1,0,0,0,0,1,0,0.64,0.33
4530,0.7,0,1,0,0,0,0,1,0,0.64,0.33
4560,0.93,0,1,0,0,0,0,1,0,0.94,0.33
4570,0.86,0,1,0,0,0,0,1,0,0.94,0.33
4580,0.87,0,1,0,0,0,0,1,0,0.96,0.33
4760,0.92,0,1,0,0,0,0,1,0,0.93,0.33
